stage,tokens,knobs_json,closure,paced,median_ms,bitexact,status,kernel_commit,timestamp,config_id,median_max_ms,bitexact_view,maxd,compile_s,error
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3308,true,OK,665c5976,2026-08-13T20:53:26,s1-000,0.3308,true,0.0,2.1,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3349,true,OK,665c5976,2026-08-13T20:53:29,s1-001,0.3349,true,0.0,2.3,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3308,true,OK,665c5976,2026-08-13T20:53:31,s1-002,0.3308,true,0.0,2.1,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3349,true,OK,665c5976,2026-08-13T20:53:33,s1-003,0.3349,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.34,true,OK,665c5976,2026-08-13T20:53:35,s1-004,0.34,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3441,true,OK,665c5976,2026-08-13T20:53:37,s1-005,0.3441,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.338,true,OK,665c5976,2026-08-13T20:53:38,s1-006,0.338,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.343,true,OK,665c5976,2026-08-13T20:53:40,s1-007,0.343,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3553,true,OK,665c5976,2026-08-13T20:53:42,s1-009,0.3553,true,0.0,2.0,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3626,true,OK,665c5976,2026-08-13T20:53:44,s1-013,0.3626,true,0.0,1.7,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3545,true,OK,665c5976,2026-08-13T20:53:45,s1-017,0.3545,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3595,true,OK,665c5976,2026-08-13T20:53:47,s1-021,0.3595,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3361,true,OK,665c5976,2026-08-13T20:53:49,s1-024,0.3361,true,0.0,2.0,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3401,true,OK,665c5976,2026-08-13T20:53:51,s1-025,0.3401,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3339,true,OK,665c5976,2026-08-13T20:53:52,s1-026,0.3339,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.34,true,OK,665c5976,2026-08-13T20:53:54,s1-027,0.34,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3443,true,OK,665c5976,2026-08-13T20:53:56,s1-028,0.3443,true,0.0,2.0,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3501,true,OK,665c5976,2026-08-13T20:53:58,s1-029,0.3501,true,0.0,2.1,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3421,true,OK,665c5976,2026-08-13T20:54:00,s1-030,0.3421,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3463,true,OK,665c5976,2026-08-13T20:54:02,s1-031,0.3463,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3585,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:42,s1-033,0.3585,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3616,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:43,s1-037,0.3616,true,0.0,1.6,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3584,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:45,s1-041,0.3584,true,0.0,1.4,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3627,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:47,s1-045,0.3627,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3339,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:49,s1-048,0.3339,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3381,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:51,s1-049,0.3381,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3339,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:52,s1-050,0.3339,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3369,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:54,s1-051,0.3369,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3422,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:56,s1-052,0.3422,true,0.0,2.1,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3462,true,OK,665c5976+dirty.fb117910,2026-08-13T20:54:58,s1-053,0.3462,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3423,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:00,s1-054,0.3423,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3461,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:02,s1-055,0.3461,true,0.0,1.7,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3565,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:04,s1-057,0.3565,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3594,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:06,s1-061,0.3594,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3565,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:07,s1-065,0.3565,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3627,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:09,s1-069,0.3627,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3461,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:12,s1-072,0.3461,true,0.0,2.2,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3483,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:14,s1-073,0.3483,true,0.0,2.0,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3441,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:15,s1-074,0.3441,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.347,true,OK,665c5976+dirty.fb117910,2026-08-13T20:55:16,s1-075,0.347,true,0.0,1.4,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3524,true,OK,b0e67b5c,2026-08-13T21:05:59,s1-076,0.3524,true,0.0,2.3,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3565,true,OK,b0e67b5c,2026-08-13T21:06:00,s1-077,0.3565,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3513,true,OK,b0e67b5c,2026-08-13T21:06:02,s1-078,0.3513,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3545,true,OK,b0e67b5c,2026-08-13T21:06:03,s1-079,0.3545,true,0.0,1.3,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3627,true,OK,b0e67b5c,2026-08-13T21:06:05,s1-081,0.3627,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,0.3707,true,OK,b0e67b5c,2026-08-13T21:06:06,s1-085,0.3707,true,0.0,1.4,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3636,true,OK,b0e67b5c,2026-08-13T21:06:08,s1-089,0.3636,true,0.0,1.4,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,0.3677,true,OK,b0e67b5c,2026-08-13T21:06:09,s1-093,0.3677,true,0.0,1.5,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3504,true,OK,b0e67b5c,2026-08-13T21:06:12,s1-096,0.3504,true,0.0,2.4,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3554,true,OK,b0e67b5c,2026-08-13T21:06:14,s1-097,0.3554,true,0.0,2.2,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3482,true,OK,b0e67b5c,2026-08-13T21:06:16,s1-098,0.3482,true,0.0,1.9,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""epi_warps""}",view,false,0.3523,true,OK,b0e67b5c,2026-08-13T21:06:18,s1-099,0.3523,true,0.0,1.8,
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""epi_warps""}",view,false,0.3586,true,OK,b0e67b5c,2026-08-13T21:06:20,s1-100,0.3586,true,0.0,2.2,
